game_location,country_name,home_winner
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Switzerland,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,France,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Switzerland,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,Italy,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Germany,0
Japan,Germany,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Canada,0
Japan,Canada,0
Japan,Germany,0
Japan,Germany,0
Japan,Great Britain,0
Japan,Great Britain,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Great Britain,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Australia,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Great Britain,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,Canada,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Germany,0
Japan,Germany,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Australia,0
Japan,Australia,0
Japan,Germany,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Canada,0
Japan,Canada,0
Japan,Hungary,0
Japan,Other,0
Japan,Other,0
Japan,Hungary,0
Japan,Other,0
Japan,Poland,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Hungary,0
Japan,Hungary,0
Japan,Other,0
Japan,Other,0
Japan,Poland,0
Japan,Poland,0
Japan,Hungary,0
Japan,Hungary,0
Japan,Great Britain,0
Japan,Italy,0
Japan,Hungary,0
Japan,Netherlands,0
Japan,Italy,0
Japan,Austria,0
Japan,Netherlands,0
Japan,Netherlands,0
Japan,Switzerland,0
Japan,Australia,0
Japan,Other,0
Japan,Netherlands,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Canada,0
Japan,Sweden,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,Other,0
Japan,Great Britain,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,Other,0
Japan,Finland,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Great Britain,0
Japan,Other,0
Japan,Japan,1
Japan,Italy,0
Japan,Great Britain,0
Japan,Australia,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Norway,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Great Britain,0
Japan,Other,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,France,0
Japan,Other,0
Japan,Great Britain,0
Japan,Norway,0
Japan,Japan,1
Japan,Other,0
Japan,United States of America,0
Japan,Japan,1
Japan,Other,0
Japan,Australia,0
Japan,People's Republic of China,0
Japan,Japan,1
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Germany,0
Japan,Japan,1
Japan,Japan,1
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Germany,0
Japan,Japan,1
Japan,Other,0
Japan,Germany,0
Japan,Other,0
Japan,Australia,0
Japan,Germany,0
Japan,Great Britain,0
Japan,Australia,0
Japan,Other,0
Japan,Germany,0
Japan,Other,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Australia,0
Japan,Italy,0
Japan,Hungary,0
Japan,Germany,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Great Britain,0
Japan,France,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,France,0
Japan,Australia,0
Japan,United States of America,0
Japan,Japan,1
Japan,France,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Great Britain,0
Japan,Republic of Korea,0
Japan,Great Britain,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,France,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,Other,0
Japan,Netherlands,0
Japan,Italy,0
Japan,Other,0
Japan,Australia,0
Japan,Canada,0
Japan,Netherlands,0
Japan,Other,0
Japan,Canada,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,France,0
Japan,Italy,0
Japan,Other,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,United States of America,0
Japan,Japan,1
Japan,Other,0
Japan,Republic of Korea,0
Japan,Italy,0
Japan,France,0
Japan,Other,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Republic of Korea,0
Japan,People's Republic of China,0
Japan,Romania,0
Japan,Other,0
Japan,Italy,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Italy,0
Japan,Other,0
Japan,France,0
Japan,Republic of Korea,0
Japan,Hungary,0
Japan,Italy,0
Japan,Republic of Korea,0
Japan,Republic of Korea,0
Japan,Italy,0
Japan,Hungary,0
Japan,France,0
Japan,Hungary,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Republic of Korea,0
Japan,Republic of Korea,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Japan,1
Japan,Japan,1
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Hungary,0
Japan,United States of America,0
Japan,Other,0
Japan,Hungary,0
Japan,United States of America,0
Japan,Other,0
Japan,Austria,0
Japan,Japan,1
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Poland,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Hungary,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Japan,1
Japan,United States of America,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Japan,1
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Italy,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Australia,0
Japan,Australia,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Switzerland,0
Japan,Other,0
Japan,Other,0
Japan,Switzerland,0
Japan,Switzerland,0
Japan,Other,0
Japan,Other,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Japan,1
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,People's Republic of China,0
Japan,Other,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,Other,0
Japan,Japan,1
Japan,Republic of Korea,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,United States of America,0
Japan,Other,0
Japan,Italy,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Japan,1
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,Switzerland,0
Japan,Great Britain,0
Japan,Australia,0
Japan,Other,0
Japan,France,0
Japan,Japan,1
Japan,Germany,0
Japan,Other,0
Japan,Canada,0
Japan,Japan,1
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,France,0
Japan,Netherlands,0
Japan,Japan,1
Japan,Other,0
Japan,Austria,0
Japan,France,0
Japan,Other,0
Japan,Japan,1
Japan,Germany,0
Japan,Austria,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Hungary,0
Japan,Other,0
Japan,Germany,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,France,0
Japan,Italy,0
Japan,Canada,0
Japan,France,0
Japan,Other,0
Japan,France,0
Japan,Japan,1
Japan,Great Britain,0
Japan,Italy,0
Japan,Japan,1
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Australia,0
Japan,United States of America,0
Japan,Japan,1
Japan,Japan,1
Japan,Great Britain,0
Japan,Other,0
Japan,Japan,1
Japan,United States of America,0
Japan,Other,0
Japan,Republic of Korea,0
Japan,Italy,0
Japan,Italy,0
Japan,Other,0
Japan,Japan,1
Japan,Republic of Korea,0
Japan,Other,0
Japan,Germany,0
Japan,Republic of Korea,0
Japan,Netherlands,0
Japan,Other,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Italy,0
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,Great Britain,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,Canada,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,United States of America,0
Japan,Other,0
Japan,Japan,1
Japan,United States of America,0
Japan,Canada,0
Japan,Germany,0
Japan,Great Britain,0
Japan,Australia,0
Japan,Germany,0
Japan,Germany,0
Japan,Great Britain,0
Japan,Germany,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,Great Britain,0
Japan,Australia,0
Japan,France,0
Japan,Sweden,0
Japan,United States of America,0
Japan,Other,0
Japan,Sweden,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,Other,0
Japan,Great Britain,0
Japan,Republic of Korea,0
Japan,Other,0
Japan,Great Britain,0
Japan,Hungary,0
Japan,Great Britain,0
Japan,Other,0
Japan,Netherlands,0
Japan,Poland,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,Other,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Germany,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Other,0
Japan,Netherlands,0
Japan,Other,0
Japan,Australia,0
Japan,People's Republic of China,0
Japan,Poland,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Poland,0
Japan,Canada,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Canada,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Poland,0
Japan,United States of America,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Italy,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,Poland,0
Japan,People's Republic of China,0
Japan,Poland,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,United States of America,0
Japan,Germany,0
Japan,Other,0
Japan,United States of America,0
Japan,Poland,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Poland,0
Japan,Norway,0
Japan,Poland,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Australia,0
Japan,Canada,0
Japan,France,0
Japan,Canada,0
Japan,United States of America,0
Japan,Italy,0
Japan,Other,0
Japan,United States of America,0
Japan,Sweden,0
Japan,United States of America,0
Japan,Netherlands,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Norway,0
Japan,United States of America,0
Japan,Sweden,0
Japan,Austria,0
Japan,Sweden,0
Japan,Italy,0
Japan,Great Britain,0
Japan,Canada,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Australia,0
Japan,United States of America,0
Japan,Netherlands,0
Japan,Other,0
Japan,Japan,1
Japan,Italy,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Netherlands,0
Japan,Other,0
Japan,Other,0
Japan,Great Britain,0
Japan,Norway,0
Japan,Canada,0
Japan,United States of America,0
Japan,Other,0
Japan,United States of America,0
Japan,Australia,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,People's Republic of China,0
Japan,Australia,0
Japan,Italy,0
Japan,Australia,0
Japan,United States of America,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Other,0
Japan,Finland,0
Japan,Netherlands,0
Japan,Australia,0
Japan,Other,0
Japan,Australia,0
Japan,Sweden,0
Japan,United States of America,0
Japan,United States of America,0
Japan,People's Republic of China,0
Japan,Canada,0
Japan,Australia,0
Japan,Australia,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Germany,0
Japan,Other,0
Japan,Australia,0
Japan,United States of America,0
Japan,Japan,1
Japan,Hungary,0
Japan,Italy,0
Japan,United States of America,0
Japan,Great Britain,0
Japan,Italy,0
Japan,United States of America,0
Japan,Japan,1
Japan,United States of America,0
Japan,Australia,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Canada,0
Japan,Australia,0
Japan,United States of America,0
Japan,Other,0
Japan,France,0
Japan,Great Britain,0
Japan,Great Britain,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,Other,0
Japan,Australia,0
Japan,Other,0
Japan,Australia,0
Japan,Australia,0
Japan,Germany,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,Australia,0
Japan,Canada,0
Japan,Australia,0
Japan,Canada,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Italy,0
Japan,Other,0
Japan,United States of America,0
Japan,Switzerland,0
Japan,Hungary,0
Japan,Canada,0
Japan,People's Republic of China,0
Japan,Australia,0
Japan,Other,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Australia,0
Japan,People's Republic of China,0
Japan,Switzerland,0
Japan,People's Republic of China,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Japan,1
Japan,United States of America,0
Japan,Italy,0
Japan,Australia,0
Japan,People's Republic of China,0
Japan,United States of America,0
Japan,Australia,0
Japan,Australia,0
Japan,United States of America,0
Japan,Canada,0
Japan,Other,0
Japan,Hungary,0
Japan,Great Britain,0
Japan,Australia,0
Japan,Australia,0
Japan,Sweden,0
Japan,Sweden,0
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Sweden,0
Japan,Other,0
Japan,Italy,0
Japan,Italy,0
Japan,Great Britain,0
Japan,Great Britain,0
Japan,Germany,0
Japan,Germany,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Germany,0
Japan,Netherlands,0
Japan,Netherlands,0
Japan,Australia,0
Japan,Norway,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,France,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,People's Republic of China,0
Japan,France,0
Japan,Great Britain,0
Japan,Great Britain,0
Japan,Poland,0
Japan,Poland,0
Japan,France,0
Japan,France,0
Japan,Great Britain,0
Japan,Great Britain,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Germany,0
Japan,Switzerland,0
Japan,Switzerland,0
Japan,Switzerland,0
Japan,Switzerland,0
Japan,Other,0
Japan,Great Britain,0
Japan,Romania,0
Japan,Romania,0
Japan,Other,0
Japan,Other,0
Japan,Netherlands,0
Japan,Netherlands,0
Japan,Italy,0
Japan,Italy,0
Japan,France,0
Japan,France,0
Japan,Netherlands,0
Japan,Netherlands,0
Japan,Canada,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Germany,0
Japan,Great Britain,0
Japan,Netherlands,0
Japan,Great Britain,0
Japan,Australia,0
Japan,People's Republic of China,0
Japan,Poland,0
Japan,Australia,0
Japan,Other,0
Japan,Other,0
Japan,Romania,0
Japan,Romania,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Canada,0
Japan,Canada,0
Japan,Australia,0
Japan,Netherlands,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Austria,0
Japan,Other,0
Japan,Other,0
Japan,Germany,0
Japan,Germany,0
Japan,Italy,0
Japan,Italy,0
Japan,Australia,0
Japan,Romania,0
Japan,Italy,0
Japan,France,0
Japan,France,0
Japan,Netherlands,0
Japan,Netherlands,0
Japan,People's Republic of China,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Norway,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Austria,0
Japan,Other,0
Japan,Hungary,0
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Italy,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Japan,1
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,France,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,United States of America,0
Japan,Other,0
Japan,People's Republic of China,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Italy,0
Japan,Other,0
Japan,Australia,0
Japan,Other,0
Japan,Netherlands,0
Japan,Other,0
Japan,Great Britain,0
Japan,United States of America,0
Japan,United States of America,0
Japan,Australia,0
Japan,Australia,0
Japan,Switzerland,0
Japan,Switzerland,0
Japan,Norway,0
Japan,Norway,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Japan,Other,0
Republic of Korea,Great Britain,0
Republic of Korea,Germany,0
Republic of Korea,Great Britain,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Other,0
Republic of Korea,Great Britain,0
Republic of Korea,Netherlands,0
Republic of Korea,Canada,0
Republic of Korea,Norway,0
Republic of Korea,Japan,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Netherlands,0
Republic of Korea,Norway,0
Republic of Korea,Republic of Korea,1
Republic of Korea,People's Republic of China,0
Republic of Korea,Japan,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Other,0
Republic of Korea,Norway,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Netherlands,0
Republic of Korea,Canada,0
Republic of Korea,Netherlands,0
Republic of Korea,Italy,0
Republic of Korea,Netherlands,0
Republic of Korea,Netherlands,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Netherlands,0
Republic of Korea,Netherlands,0
Republic of Korea,Netherlands,0
Republic of Korea,Netherlands,0
Republic of Korea,Norway,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Japan,0
Republic of Korea,Netherlands,0
Republic of Korea,United States of America,0
Republic of Korea,Netherlands,0
Republic of Korea,Other,0
Republic of Korea,Other,0
Republic of Korea,Netherlands,0
Republic of Korea,Japan,0
Republic of Korea,Netherlands,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Other,0
Republic of Korea,Netherlands,0
Republic of Korea,Netherlands,0
Republic of Korea,Japan,0
Republic of Korea,Japan,0
Republic of Korea,France,0
Republic of Korea,Norway,0
Republic of Korea,Italy,0
Republic of Korea,Norway,0
Republic of Korea,Other,0
Republic of Korea,Austria,0
Republic of Korea,Sweden,0
Republic of Korea,Other,0
Republic of Korea,Germany,0
Republic of Korea,Germany,0
Republic of Korea,Other,0
Republic of Korea,Italy,0
Republic of Korea,France,0
Republic of Korea,Sweden,0
Republic of Korea,Germany,0
Republic of Korea,Germany,0
Republic of Korea,Norway,0
Republic of Korea,Other,0
Republic of Korea,Other,0
Republic of Korea,Other,0
Republic of Korea,Norway,0
Republic of Korea,Sweden,0
Republic of Korea,Norway,0
Republic of Korea,Germany,0
Republic of Korea,Germany,0
Republic of Korea,Other,0
Republic of Korea,France,0
Republic of Korea,Other,0
Republic of Korea,Sweden,0
Republic of Korea,France,0
Republic of Korea,France,0
Republic of Korea,Germany,0
Republic of Korea,Norway,0
Republic of Korea,France,0
Republic of Korea,Australia,0
Republic of Korea,Other,0
Republic of Korea,Canada,0
Republic of Korea,United States of America,0
Republic of Korea,Great Britain,0
Republic of Korea,United States of America,0
Republic of Korea,Canada,0
Republic of Korea,Finland,0
Republic of Korea,Italy,0
Republic of Korea,France,0
Republic of Korea,Other,0
Republic of Korea,United States of America,0
Republic of Korea,People's Republic of China,0
Republic of Korea,United States of America,0
Republic of Korea,Other,0
Republic of Korea,Germany,0
Republic of Korea,Germany,0
Republic of Korea,Switzerland,0
Republic of Korea,Republic of Korea,1
Republic of Korea,Other,0
Republic of Korea,United States of America,0
Republic of Korea,Japan,0
Republic of Korea,Australia,0
Republic of Korea,United States of America,0
Republic of Korea,Canada,0
Republic of Korea,Canada,0
Republic of Korea,Austria,0
Republic of Korea,United States of America,0
Republic of Korea,Other,0
Republic of Korea,Switzerland,0
Republic of Korea,Switzerland,0
Republic of Korea,Great Britain,0
Republic of Korea,United States of America,0
Republic of Korea,United States of America,0
Republic of Korea,Other,0
Republic of Korea,Other,0
Republic of Korea,People's Republic of China,0
Republic of Korea,People's Republic of China,0
Republic of Korea,France,0
Republic of Korea,Canada,0
Republic of Korea,Other,0
Republic of Korea,Canada,0
Republic of Korea,Australia,0
Republic of Korea,Japan,0
Republic of Korea,Canada,0
Republic of Korea,Canada,0
Republic of Korea,Switzerland,0
Republic of Korea,Canada,0
Republic of Korea,France,0
Republic of Korea,United States of America,0
Republic of Korea,Canada,0
Republic of Korea,Switzerland,0
